#n  real_time  ms_narma2  ms_narma10  ms_narma20  narma2  narma10  narma20
6031  15.077500  0.186827452758  0.165145749466  0.201621728018  0.183068397622  0.231256176182  0.217741940344
6032  15.080000  0.186974223974  0.164614984453  0.201960204169  0.183461403855  0.235093293220  0.222459843084
6033  15.082500  0.187152649875  0.164109693485  0.202275706455  0.184019452009  0.237650200186  0.227365508199
6034  15.085000  0.187359271767  0.163637850737  0.202561747283  0.184703617563  0.238809782119  0.232217556477
6035  15.087500  0.187590075563  0.163208708025  0.202812412754  0.185469424752  0.238519528291  0.236771594938
6036  15.090000  0.187840598217  0.162832359257  0.203022545204  0.186271221243  0.236795968377  0.240797409288
6037  15.092500  0.188106047684  0.162519390686  0.203187927604  0.187066281851  0.233724736499  0.244094900545
6038  15.095000  0.188381428901  0.162280293025  0.203305441886  0.187818180736  0.229455908623  0.246507560399
6039  15.097500  0.188661683173  0.162124930263  0.203373216093  0.188499108422  0.224194626503  0.247932518357
6040  15.100000  0.188941821345  0.162061857687  0.203390793875  0.189090979867  0.218187484069  0.248326489795
6041  15.102500  0.189217058555  0.162097759001  0.203359182924  0.189585355714  0.211705655587  0.247707281233
6042  15.105000  0.189482938409  0.162236885652  0.203280944377  0.189982354299  0.205026205615  0.246150843654
6043  15.107500  0.189735449165  0.162480627962  0.203160168603  0.190288845218  0.198413341045  0.243784186612
6044  15.110000  0.189971122081  0.162827143467  0.203002432361  0.190516272184  0.192101458933  0.240774759017
6045  15.112500  0.190187112325  0.163271236655  0.202814657241  0.190678449877  0.186281662541  0.237317153384
6046  15.115000  0.190381257860  0.163804338491  0.202604930848  0.190789623445  0.181092974042  0.233618186786
6047  15.117500  0.190552118863  0.164414732644  0.202382281423  0.190862986217  0.176618840374  0.229881541211
6048  15.120000  0.190698992608  0.165087896429  0.202156336978  0.190909742370  0.172888829824  0.226293195361
6049  15.122500  0.190821902763  0.165807085619  0.201937017962  0.190938698449  0.169884784447  0.223008836035
6050  15.125000  0.190921571714  0.166553998340  0.201734144241  0.190956288624  0.167550236360  0.220144290446
6051  15.127500  0.190999367948  0.167309584402  0.201557045802  0.190966893647  0.165801671744  0.217769769234
6052  15.130000  0.191057238558  0.168054902700  0.201414188370  0.190973304551  0.164540233297  0.215908364416
6053  15.132500  0.191097623150  0.168772033639  0.201312797144  0.190977203271  0.163662641375  0.214538833799
6054  15.135000  0.191123358163  0.169444900809  0.201258528978  0.190979572379  0.163070414020  0.213602266360
6055  15.137500  0.191137572965  0.170060109342  0.201255204156  0.190980992206  0.162676805578  0.213011815649
6056  15.140000  0.191143577839  0.170607584153  0.201304590330  0.190981823827  0.162411209436  0.212664366799
6057  15.142500  0.191144753013  0.171081141234  0.201406273991  0.190982303266  0.162221052161  0.212452815338
6058  15.145000  0.191144442021  0.171478711389  0.201557643712  0.190982582672  0.162071433024  0.212277611775
6059  15.147500  0.191145846277  0.171802565163  0.201753942296  0.190982750478  0.161942934006  0.212056368961
6060  15.150000  0.191151929393  0.172059164628  0.201988402754  0.190982849901  0.161828143370  0.211730616985
6061  15.152500  0.191165338734  0.172258762900  0.202252538875  0.190982900649  0.161727500757  0.211269178444
6062  15.155000  0.191188327365  0.172414987370  0.202536419034  0.190982918253  0.161645081063  0.210668067814
6063  15.157500  0.191222704578  0.172544008993  0.202829118818  0.190982922716  0.161584885443  0.209947232281
6064  15.160000  0.191269795119  0.172663652171  0.203119153157  0.190982933142  0.161548101895  0.209144795447
6065  15.162500  0.191330411819  0.172792471515  0.203394969925  0.190982954909  0.161531642959  0.208309702229
6066  15.165000  0.191404850623  0.172948627784  0.203645441681  0.190982975622  0.161528079944  0.207493774482
6067  15.167500  0.191492898606  0.173148834457  0.203860394657  0.190982990605  0.161526893769  0.206744172120
6068  15.170000  0.191593852879  0.173407314541  0.204031052068  0.190983074421  0.161516776703  0.206097129198
6069  15.172500  0.191706555567  0.173734978822  0.204150447622  0.190983501294  0.161488570639  0.205573624319
6070  15.175000  0.191829440062  0.174138526065  0.204213783145  0.190984897168  0.161438334442  0.205177380569
6071  15.177500  0.191960585262  0.174619951467  0.204218672588  0.190988385113  0.161370006460  0.204895303354
6072  15.180000  0.192097772021  0.175176219210  0.204165268689  0.190995670861  0.161297171258  0.204700183613
6073  15.182500  0.192238554520  0.175799134195  0.204056357965  0.191009012808  0.161243546568  0.204555243780
6074  15.185000  0.192380321404  0.176475567107  0.203897221014  0.191031034598  0.161241965203  0.204419905126
6075  15.187500  0.192520367903  0.177187858985  0.203695490956  0.191064367982  0.161331819171  0.204256024534
6076  15.190000  0.192655959580  0.177914548209  0.203460833058  0.191111154180  0.161555137664  0.204033798566
6077  15.192500  0.192784400976  0.178631171587  0.203204581514  0.191172474724  0.161951662700  0.203736570086
6078  15.195000  0.192903088319  0.179311494969  0.202939238399  0.191247817055  0.162553442087  0.203363897026
6079  15.197500  0.193009569796  0.179928560290  0.202677991241  0.191334695934  0.163379558145  0.202932444879
6080  15.200000  0.193101597153  0.180455960751  0.202434124425  0.191428542177  0.164431637643  0.202474524138
6081  15.202500  0.193177167237  0.180869066869  0.202220505103  0.191522933787  0.165690738117  0.202034382606
6082  15.205000  0.193234564512  0.181146254319  0.202048987150  0.191610185949  0.167116082789  0.201662645240
6083  15.207500  0.193272394371  0.181269849521  0.201929949224  0.191682245938  0.168645935343  0.201409535051
6084  15.210000  0.193289614604  0.181227027083  0.201871849597  0.191731770990  0.170200688535  0.201317676102
6085  15.212500  0.193285558755  0.181010442802  0.201880874112  0.191753216599  0.171688012187  0.201415352115
6086  15.215000  0.193259956682  0.180618579889  0.201960673556  0.191743742234  0.173009690569  0.201711062791
6087  15.217500  0.193212949565  0.180055849720  0.202112242579  0.191703758227  0.174069596652  0.202190089614
6088  15.220000  0.193145101618  0.179332410371  0.202333875000  0.191636991455  0.174782115392  0.202813570735
6089  15.222500  0.193057400677  0.178463685009  0.202621256933  0.191550029997  0.175080249403  0.203520316224
6090  15.225000  0.192951257878  0.177469767158  0.202967638150  0.191451403175  0.174922623487  0.204231300582
6091  15.227500  0.192828494735  0.176374490170  0.203364111483  0.191350344113  0.174298653270  0.204856479407
6092  15.230000  0.192691328488  0.175204377828  0.203800000250  0.191255447768  0.173231259989  0.205303319436
6093  15.232500  0.192542341039  0.173987596019  0.204263249412  0.191173463381  0.171776698302  0.205486229341
6094  15.235000  0.192384441261  0.172752801947  0.204740891233  0.191108439108  0.170021311565  0.205335950948
6095  15.237500  0.192220816196  0.171528100067  0.205219499767  0.191061371016  0.168075325448  0.204807929867
6096  15.240000  0.192054873831  0.170339974866  0.205685680732  0.191030410902  0.166064110405  0.203888737870
6097  15.242500  0.191890172152  0.169212443006  0.206126499921  0.191011577246  0.164117649809  0.202599767002
6098  15.245000  0.191730340147  0.168166413929  0.206529883668  0.190999813722  0.162359199395  0.200997650138
6099  15.247500  0.191578994734  0.167219165921  0.206884961575  0.190990171144  0.160894271876  0.199171168200
6100  15.250000  0.191439646732  0.166384056982  0.207182357088  0.190978866362  0.159801096132  0.197234755081
6101  15.252500  0.191315608659  0.165670489114  0.207414383069  0.190964000871  0.159123571519  0.195319073667
6102  15.255000  0.191209900254  0.165084014303  0.207575190812  0.190945797392  0.158867478594  0.193559470716
6103  15.257500  0.191125157730  0.164626619437  0.207660842687  0.190926319264  0.159000355389  0.192083384160
6104  15.260000  0.191063551013  0.164297179018  0.207669300959  0.190908752828  0.159455056329  0.190997937827
6105  15.262500  0.191026711435  0.164091926739  0.207600418478  0.190896432325  0.160136634594  0.190378990549
6106  15.265000  0.191015672089  0.164005024293  0.207455806434  0.190891848064  0.160931873783  0.190262799664
6107  15.267500  0.191030824741  0.164029119625  0.207238733768  0.190895887195  0.161720569153  0.190641221585
6108  15.270000  0.191071895446  0.164155880049  0.206953968853  0.190907508906  0.162387530416  0.191461030265
6109  15.272500  0.191137940290  0.164376414998  0.206607609987  0.190923961028  0.162834240364  0.192627527130
6110  15.275000  0.191227361248  0.164681648544  0.206206932664  0.190941522105  0.162989142776  0.194012189780
6111  15.277500  0.191337942473  0.165062579053  0.205760197714  0.190956628003  0.162815636596  0.195463707814
6112  15.280000  0.191466905830  0.165510374572  0.205276481807  0.190967142150  0.162317014820  0.196821422910
6113  15.282500  0.191610984245  0.166016461302  0.204765526578  0.190973476205  0.161537805166  0.197929956828
6114  15.285000  0.191766508696  0.166572431041  0.204237556085  0.190979276589  0.160561246067  0.198653693124
6115  15.287500  0.191929508711  0.167169925080  0.203703125939  0.190991462951  0.159502960335  0.198889782118
6116  15.290000  0.192095820049  0.167800462151  0.203172950074  0.191019525359  0.158501251611  0.198578459931
6117  15.292500  0.192261197919  0.168455293469  0.202657749876  0.191074135120  0.157704810872  0.197709698882
6118  15.295000  0.192421427673  0.169125226403  0.202168041840  0.191165270112  0.157258933534  0.196325519408
6119  15.297500  0.192572439227  0.169800507227  0.201713994145  0.191300169347  0.157291558872  0.194517668871
6120  15.300000  0.192710406313  0.170470868284  0.201305175200  0.191481488551  0.157900508033  0.192420781270
6121  15.302500  0.192831843564  0.171125475923  0.200950391591  0.191706015465  0.159143192342  0.190201541329
6122  15.305000  0.192933689264  0.171753133857  0.200657449663  0.191964220873  0.161029798767  0.188044751445
6123  15.307500  0.193013372475  0.172342522682  0.200432939455  0.192240783816  0.163520574879  0.186137505009
6124  15.310000  0.193068865568  0.172882535506  0.200282026082  0.192516062524  0.166527394506  0.184652872227
6125  15.312500  0.193098722822  0.173362635270  0.200208256021  0.192768317406  0.169919357239  0.183734579444
6126  15.315000  0.193102100759  0.173773293220  0.200213378295  0.192976359254  0.173531818658  0.183484095871
6127  15.317500  0.193078761214  0.174106459690  0.200297219679  0.193122218567  0.177177998834  0.183951333139
6128  15.320000  0.193029061406  0.174356018153  0.200457567349  0.193193424221  0.180662181511  0.185129830071
6129  15.322500  0.192953928071  0.174518128510  0.200690148398  0.193184542417  0.183793479666  0.186956870085
6130  15.325000  0.192854818830  0.174591600142  0.200988631696  0.193097748744  0.186399176940  0.189318506701
6131  15.327500  0.192733672081  0.174578110980  0.201344702393  0.192942365365  0.188336730820  0.192059005408
6132  15.330000  0.192592848389  0.174482297336  0.201748251915  0.192733463369  0.189503624586  0.194993798570
6133  15.332500  0.192435064845  0.174311713117  0.202187545598  0.192489777132  0.189844377000  0.197924737666
6134  15.335000  0.192263316362  0.174076716635  0.202649533749  0.192231277158  0.189354170081  0.200656243647
6135  15.337500  0.192080806991  0.173790104840  0.203120188788  0.191976783472  0.188078750695  0.203010914747
6136  15.340000  0.191890864285  0.173466724665  0.203584885225  0.191741969288  0.186110512104  0.204843247929
6137  15.342500  0.191696865662  0.173122881492  0.204028837383  0.191538013672  0.183580966047  0.206050346690
6138  15.345000  0.191502155676  0.172775730007  0.204437542707  0.191371032897  0.180650154166  0.206578795313
6139  15.347500  0.191309979277  0.172442531078  0.204797262326  0.191242279821  0.177493880133  0.206427243149
6140  15.350000  0.191123404593  0.172139919259  0.205095434561  0.191148976054  0.174289916620  0.205644626360
6141  15.352500  0.190945264064  0.171883213949  0.205321127549  0.191085554371  0.171204498139  0.204324325466
6142  15.355000  0.190778099093  0.171685621076  0.205465422943  0.191045051157  0.168380408332  0.202594886529
6143  15.357500  0.190624109458  0.171557667883  0.205521743745  0.191020401940  0.165927792383  0.200608199469
6144  15.360000  0.190485112415  0.171506684428  0.205486088991  0.191005448756  0.163918491071  0.198526212469
6145  15.362500  0.190362519486  0.171536328153  0.205357249826  0.190995550543  0.162384255099  0.196507356219
6146  15.365000  0.190257311379  0.171646382604  0.205136876553  0.190987777805  0.161318730925  0.194693850427
6147  15.367500  0.190170025511  0.171832741144  0.204829439521  0.190980752305  0.160682689163  0.193200967540
6148  15.370000  0.190100762493  0.172087367278  0.204442178831  0.190974247295  0.160411655096  0.192109140022
6149  15.372500  0.190049189253  0.172398679020  0.203984851018  0.190968686549  0.160424930677  0.191459529848
6150  15.375000  0.190014558788  0.172751932960  0.203469473869  0.190964671162  0.160634970560  0.191253351296
6151  15.377500  0.189995738519  0.173129843184  0.202909920365  0.190962628659  0.160956168051  0.191454878119
6152  15.380000  0.189991239116  0.173513338668  0.202321486548  0.190962630641  0.161312284362  0.191997708096
6153  15.382500  0.189999263001  0.173882295747  0.201720420271  0.190964376022  0.161641978431  0.192793539984
6154  15.385000  0.190017747525  0.174216465995  0.201123360544  0.190967298131  0.161902134155  0.193742477475
6155  15.387500  0.190044420818  0.174496406426  0.200546812266  0.190970732963  0.162068915831  0.194743742263
6156  15.390000  0.190076860362  0.174704278474  0.200006620958  0.190974084761  0.162136697550  0.195705671673
6157  15.392500  0.190112556157  0.174824687735  0.199517438188  0.190976940759  0.162115199015  0.196553996972
6158  15.395000  0.190148976665  0.174845412335  0.199092274532  0.190979112423  0.162025309674  0.197237630451
6159  15.397500  0.190183636307  0.174757908675  0.198742102832  0.190980607415  0.161894185056  0.197731501593
6160  15.400000  0.190214166655  0.174557725424  0.198475534096  0.190981556953  0.161750243293  0.198036333795
6161  15.402500  0.190238384181  0.174244714352  0.198298590258  0.190982132272  0.161618668208  0.198175598707
6162  15.405000  0.190254355672  0.173823023311  0.198214545846  0.190982480342  0.161517936637  0.198190184032
6163  15.407500  0.190260465874  0.173300878877  0.198223957792  0.190982695559  0.161457739269  0.198131530548
6164  15.410000  0.190255471173  0.172690236766  0.198324659839  0.190982826370  0.161438472897  0.198054115694
6165  15.412500  0.190238554900  0.172006161878  0.198511993513  0.190982900138  0.161452271768  0.198008178343
6166  15.415000  0.190209365403  0.171266209393  0.198779007420  0.190982941720  0.161485344073  0.198033498842
6167  15.417500  0.190168049412  0.170489564131  0.199116801843  0.190982963838  0.161521212713  0.198154886091
6168  15.420000  0.190115267873  0.169696268847  0.199514897540  0.190982919989  0.161544347822  0.198379801817
6169  15.422500  0.190052199772  0.168906276063  0.199961651117  0.190982629058  0.161543634637  0.198698296578
6170  15.425000  0.189980527820  0.168138773117  0.200444648042  0.190981698790  0.161515147438  0.199085168424
6171  15.427500  0.189902411894  0.167411283925  0.200951194391  0.190979486195  0.161463793489  0.199504008369
6172  15.430000  0.189820439435  0.166739164833  0.201468670741  0.190975131686  0.161403538324  0.199912589522
6173  15.432500  0.189737565614  0.166135042817  0.201984936371  0.190967688705  0.161356108296  0.200268908437
6174  15.435000  0.189657034774  0.165608623654  0.202488638461  0.190956344264  0.161348267533  0.200537113525
6175  15.437500  0.189582290852  0.165166433565  0.202969521284  0.190940694462  0.161407961715  0.200692565882
6176  15.440000  0.189516872110  0.164811944663  0.203418571502  0.190921011586  0.161559787450  0.200725374833
6177  15.442500  0.189464305851  0.164545759995  0.203828230500  0.190898424634  0.161820362512  0.200641926943
6178  15.445000  0.189427994326  0.164365921605  0.204192442819  0.190874939893  0.162194222475  0.200464166112
6179  15.447500  0.189411099170  0.164268401641  0.204506661743  0.190853254664  0.162670844199  0.200226657831
6180  15.450000  0.189416435177  0.164247576029  0.204767869785  0.190836362116  0.163223296692  0.199971750035
6181  15.452500  0.189446365161  0.164296826944  0.204974450171  0.190826999747  0.163808854920  0.199743391597
6182  15.455000  0.189502711621  0.164409055486  0.205126123503  0.190827045446  0.164371700918  0.199580355514
6183  15.457500  0.189586682375  0.164577180431  0.205223787576  0.190836999976  0.164847602753  0.199509712857
6184  15.460000  0.189698813646  0.164794565016  0.205269414932  0.190855701401  0.165170231103  0.199541402880
6185  15.462500  0.189838932387  0.165055358508  0.205265868455  0.190880389467  0.165278569100  0.199664644089
6186  15.465000  0.190006143053  0.165354694659  0.205216776580  0.190907177540  0.165124713073  0.199846742719
6187  15.467500  0.190198832562  0.165688789760  0.205126406625  0.190931905753  0.164681264702  0.200034600748
6188  15.470000  0.190414701428  0.166054904706  0.204999528825  0.190951257337  0.163947489153  0.200158933052
6189  15.472500  0.190650814031  0.166451187576  0.204841308296  0.190963940349  0.162953465707  0.200140902772
6190  15.475000  0.190903664299  0.166876491261  0.204657211900  0.190971688372  0.161761590324  0.199900604776
6191  15.477500  0.191169265409  0.167330007229  0.204452920705  0.190979830936  0.160465001344  0.199366595747
6192  15.480000  0.191443245628  0.167811040514  0.204234220088  0.190997233786  0.159182780269  0.198485508272
6193  15.482500  0.191720959276  0.168318554141  0.204006956890  0.191035506726  0.158052108588  0.197230712921
6194  15.485000  0.191997602834  0.168850956536  0.203776931390  0.191107507791  0.157217905974  0.195609018666
6195  15.487500  0.192268332461  0.169405793024  0.203549811617  0.191225313600  0.156820791840  0.193664533155
6196  15.490000  0.192528385960  0.169979583325  0.203331040218  0.191397949175  0.156984453634  0.191479036828
6197  15.492500  0.192773196058  0.170567692719  0.203125752509  0.191629249841  0.157803629285  0.189168544644
6198  15.495000  0.192998499086  0.171164362599  0.202938642353  0.191916243679  0.159333891810  0.186876110393
6199  15.497500  0.193200437753  0.171762768774  0.202773883939  0.192248387817  0.161584259483  0.184761334062
6200  15.500000  0.193375646366  0.172355228919  0.202635003254  0.192607871727  0.164513369899  0.182987416805
6201  15.502500  0.193521326334  0.172933471635  0.202524790540  0.192971034826  0.168029597363  0.181706921792
6202  15.505000  0.193635307773  0.173488946496  0.202445188537  0.193310762131  0.171995116558  0.181047598211
6203  15.507500  0.193716091969  0.174013172859  0.202397255227  0.193599552824  0.176233574123  0.181099678112
6204  15.510000  0.193762883800  0.174498140075  0.202381087467  0.193812832166  0.180540759947  0.181905949007
6205  15.512500  0.193775599029  0.174936671129  0.202395820990  0.193932020214  0.184697486245  0.183455649583
6206  15.515000  0.193754863477  0.175322754953  0.202439608052  0.193946893072  0.188483778624  0.185682863054
6207  15.517500  0.193701990620  0.175651867665  0.202509695664  0.193856872449  0.191693440019  0.188469640545
6208  15.520000  0.193618950681  0.175921068575  0.202602514997  0.193671042502  0.194148043322  0.191653629854
6209  15.522500  0.193508314761  0.176129305234  0.202713755891  0.193406892661  0.195709426606  0.195039565548
6210  15.525000  0.193373200677  0.176277285615  0.202838560566  0.193087987313  0.196289803788  0.198413636313
6211  15.527500  0.193217192975  0.176367538742  0.202971678227  0.192740931792  0.195858675727  0.201559512141
6212  15.530000  0.193044263481  0.176404257350  0.203107656911  0.192392108168  0.194445854566  0.204274698606
6213  15.532500  0.192858680619  0.176393038222  0.203241078183  0.192064674979  0.192140121834  0.206385886415
6214  15.535000  0.192664909503  0.176340632496  0.203366756439  0.191776259450  0.189083343908  0.207762070164
6215  15.537500  0.192467514332  0.176254606402  0.203479951248  0.191537633548  0.185460262080  0.208324404019
6216  15.540000  0.192271053943  0.176143010765  0.203576566651  0.191352484547  0.181484626864  0.208052024646
6217  15.542500  0.192079981645  0.176013904622  0.203653335571  0.191218202567  0.177382797312  0.206983383521
6218  15.545000  0.191898544638  0.175875077834  0.203707965091  0.191127446796  0.173376296497  0.205212972299
6219  15.547500  0.191730689725  0.175733658477  0.203739225864  0.191070146377  0.169665022481  0.202883676644
6220  15.550000  0.191579978101  0.175595816236  0.203747043386  0.191035556114  0.166412799419  0.200175335695
6221  15.552500  0.191449506691  0.175466449006  0.203732516617  0.191014021886  0.163736696960  0.197290394829
6222  15.555000  0.191341838236  0.175349112526  0.203697862104  0.190998203485  0.161701081123  0.194437795586
6223  15.557500  0.191258948745  0.175245782215  0.203646373004  0.190983631367  0.160316767244  0.191816424833
6224  15.560000  0.191202185119  0.175156908022  0.203582260758  0.190968611554  0.159545032727  0.189599522498
6225  15.562500  0.191172235989  0.175081421921  0.203510522842  0.190953612791  0.159305719379  0.187921404708
6226  15.565000  0.191169121437  0.175016882705  0.203436702490  0.190940350875  0.159488287540  0.186867686787
6227  15.567500  0.191192193519  0.174959625761  0.203366694972  0.190930814367  0.159964507829  0.186469891665
6228  15.570000  0.191240154969  0.174905098026  0.203306455165  0.190926452674  0.160601477986  0.186704924278
6229  15.572500  0.191311092896  0.174848095943  0.203261772171  0.190927681328  0.161273788551  0.187499419674
6230  15.575000  0.191402526045  0.174783074520  0.203237975016  0.190933768009  0.161873878696  0.188738484532
6231  15.577500  0.191511465019  0.174704572157  0.203239709139  0.190943068230  0.162319876015  0.190277908145
6232  15.580000  0.191634486735  0.174607430265  0.203270690516  0.190953502326  0.162560472190  0.191958576291
6233  15.582500  0.191767817718  0.174487205109  0.203333508223  0.190963120827  0.162576638152  0.193621623010
6234  15.585000  0.191907426410  0.174340393953  0.203429495916  0.190970600229  0.162380226604  0.195122823661
6235  15.587500  0.192049126742  0.174164618506  0.203558592126  0.190975543446  0.162009747343  0.196344866296
6236  15.590000  0.192188680385  0.173958818790  0.203719304875  0.190978518288  0.161523826279  0.197206413498
6237  15.592500  0.192321905374  0.173723294015  0.203908719122  0.190980837544  0.160993057304  0.197667242948
6238  15.595000  0.192444784448  0.173459713454  0.204122563824  0.190984148567  0.160491103437  0.197729182865
6239  15.597500  0.192553570174  0.173170974131  0.204355323687  0.190989944069  0.160085974246  0.197432987547
6240  15.600000  0.192644880835  0.172861139507  0.204600416124  0.190999120038  0.159832380178  0.196851683918
6241  15.602500  0.192715797989  0.172535086022  0.204850422218  0.191011689827  0.159765934807  0.196081227310
6242  15.605000  0.192763940158  0.172198355984  0.205097336322  0.191026721066  0.159899754382  0.195229511220
6243  15.607500  0.192787534846  0.171856724544  0.205332851037  0.191042505733  0.160223718922  0.194404871131
6244  15.610000  0.192785464899  0.171515990808  0.205548658967  0.191056917338  0.160706350352  0.193705207725
6245  15.612500  0.192757305666  0.171181609391  0.205736745149  0.191067866250  0.161298973669  0.193208739632
6246  15.615000  0.192703337379  0.170858397685  0.205889711156  0.191073744179  0.161941593678  0.192967196834
6247  15.617500  0.192624541124  0.170550323648  0.206001006067  0.191073755378  0.162569766754  0.193002003573
6248  15.620000  0.192522571921  0.170260320103  0.206065198407  0.191068062568  0.163121683994  0.193303697660
6249  15.622500  0.192399714004  0.169990180275  0.206078151241  0.191057721621  0.163544705359  0.193834516625
6250  15.625000  0.192258815628  0.169740523137  0.206037178636  0.191044429131  0.163800681307  0.194533776427
6251  15.627500  0.192103209630  0.169510836605  0.205941148102  0.191030149155  0.163869552136  0.195325401968
6252  15.630000  0.191936613421  0.169299641037  0.205790491775  0.191016709909  0.163750908088  0.196126765577
6253  15.632500  0.191763022877  0.169104637577  0.205587208271  0.191005463182  0.163463408217  0.196857871553
6254  15.635000  0.191586590696  0.168923041932  0.205334767699  0.190997079036  0.163042176370  0.197449906291
6255  15.637500  0.191411507837  0.168751772308  0.205038007349  0.190991512147  0.162534500751  0.197852259501
6256  15.640000  0.191241873445  0.168587827604  0.204702952877  0.190988133190  0.161994340418  0.198037305022
6257  15.642500  0.191081575103  0.168428585485  0.204336602241  0.190985979876  0.161476268308  0.198002490341
6258  15.645000  0.190934168573  0.168272048212  0.203946709633  0.190984056743  0.161029538859  0.197769591797
6259  15.647500  0.190802775163  0.168117086977  0.203541545197  0.190981606217  0.160692948140  0.197381311127
6260  15.650000  0.190689985080  0.167963616277  0.203129645437  0.190978286385  0.160491054402  0.196895680436
6261  15.652500  0.190597777904  0.167812719404  0.202719548717  0.190974219160  0.160432157860  0.196378973285
6262  15.655000  0.190527463698  0.167666637864  0.202319558710  0.190969908220  0.160508221633  0.195897964314
6263  15.657500  0.190479644760  0.167528723606  0.201937558129  0.190966059688  0.160696680376  0.195512425415
6264  15.660000  0.190454191910  0.167403310863  0.201580775902  0.190963361664  0.160963860407  0.195268691916
6265  15.662500  0.190450249670  0.167295467658  0.201255640015  0.190962285613  0.161269553044  0.195194988031
6266  15.665000  0.190466259525  0.167210761377  0.200967647135  0.190962962381  0.161572161922  0.195298986301
6267  15.667500  0.190500000688  0.167154944791  0.200721237808  0.190965161547  0.161833795728  0.195567816361
6268  15.670000  0.190548652778  0.167133624547  0.200519757345  0.190968372129  0.162024701498  0.195970462128
6269  15.672500  0.190608875111  0.167151891161  0.200365385041  0.190971953951  0.162126523640  0.196462221961
6270  15.675000  0.190676898899  0.167214019032  0.200259145349  0.190975310413  0.162134018434  0.196990679732
6271  15.677500  0.190748632166  0.167323157665  0.200200919062  0.190978029951  0.162055037418  0.197502468696
6272  15.680000  0.190819771496  0.167481146647  0.200189473107  0.190979956034  0.161908797946  0.197950021836
6273  15.682500  0.190885921852  0.167688269282  0.200222538784  0.190981170189  0.161722665611  0.198297502369
6274  15.685000  0.190942717930  0.167943187272  0.200296880677  0.190981901775  0.161527859795  0.198525198502
6275  15.687500  0.190985944029  0.168242891935  0.200408391654  0.190982402942  0.161354639132  0.198631840107
6276  15.690000  0.191011649566  0.168582815870  0.200552204624  0.190982839014  0.161227608814  0.198634534809
6277  15.692500  0.191016260533  0.168956887026  0.200722802430  0.190983238561  0.161161802458  0.198566301537
