10033 0.190976  0.161785  0.217764 0.190186 0.164062 0.214600
10034 0.190971  0.161656  0.217041 0.190186 0.164062 0.214844
10035 0.190966  0.161596  0.216067 0.190186 0.162598 0.213379
10036 0.190959  0.161616  0.214894 0.190796 0.165527 0.213135
10037 0.190953  0.161718  0.213594 0.189941 0.163086 0.213867
10038 0.190948  0.161891  0.212250 0.189697 0.164551 0.212646
10039 0.190945  0.162113  0.210940 0.190430 0.162109 0.212158
10040 0.190944  0.162353  0.209735 0.189941 0.160645 0.211914
10041 0.190947  0.162576  0.208687 0.190063 0.161133 0.210693
10042 0.190952  0.162744  0.207824 0.189575 0.162109 0.208984
10043 0.190958  0.162826  0.207152 0.190308 0.163086 0.208252
10044 0.190965  0.162797  0.206652 0.190674 0.159668 0.207764
10045 0.190971  0.162647  0.206283 0.190552 0.161133 0.207031
10046 0.190975  0.162380  0.205995 0.190552 0.162109 0.204590
10047 0.190978  0.162014  0.205726 0.190796 0.163574 0.203613
10048 0.190980  0.161583  0.205420 0.190308 0.161133 0.202881
10049 0.190982  0.161129  0.205028 0.190796 0.162598 0.201904
10050 0.190985  0.160701  0.204516 0.190674 0.161621 0.201904
10051 0.190991  0.160350  0.203870 0.190796 0.162109 0.200195
10052 0.191000  0.160122  0.203098 0.190918 0.162109 0.199707
10053 0.191013  0.160049  0.202227 0.191162 0.162598 0.199219
10054 0.191030  0.160152  0.201302 0.190918 0.161133 0.199951
10055 0.191049  0.160434  0.200382 0.191406 0.162109 0.199219
10056 0.191069  0.160878  0.199527 0.190918 0.162109 0.199707
10057 0.191085  0.161451  0.198798 0.190674 0.162598 0.199951
10058 0.191098  0.162105  0.198243 0.191284 0.160645 0.199219
10059 0.191104  0.162784  0.197897 0.190796 0.161133 0.199463
10060 0.191102  0.163424  0.197773 0.190918 0.162109 0.200928
10061 0.191094  0.163969  0.197861 0.190918 0.162109 0.200439
10062 0.191081  0.164368  0.198132 0.190796 0.161133 0.201416
10063 0.191064  0.164585  0.198537 0.190918 0.161621 0.201416
10064 0.191045  0.164601  0.199012 0.190674 0.162598 0.201660
10065 0.191028  0.164417  0.199490 0.191040 0.165039 0.200439
10066 0.191014  0.164056  0.199904 0.190552 0.164551 0.200928
10067 0.191002  0.163554  0.200194 0.190796 0.164551 0.199463
10068 0.190995  0.162965  0.200320 0.190063 0.166016 0.199463
10069 0.190990  0.162348  0.200260 0.190552 0.162598 0.199951
10070 0.190987  0.161762  0.200016 0.190308 0.165039 0.199707
10071 0.190985  0.161261  0.199615 0.191162 0.164062 0.198242
10072 0.190983  0.160888  0.199105 0.190186 0.163086 0.197754
10073 0.190981  0.160666  0.198550 0.190063 0.165039 0.198242
10074 0.190979  0.160598  0.198023 0.190186 0.163086 0.198486
10075 0.190977  0.160668  0.197596 0.189697 0.161133 0.198486
10076 0.190976  0.160839  0.197333 0.190063 0.162598 0.199463
10077 0.190976  0.161061  0.197283 0.190552 0.162598 0.200195
10078 0.190978  0.161277  0.197469 0.190308 0.160156 0.201904
10079 0.190980  0.161427  0.197887 0.190063 0.160645 0.202393
10080 0.190981  0.161465  0.198502 0.190674 0.158691 0.203125
10081 0.190982  0.161357  0.199255 0.190796 0.159180 0.203613
10082 0.190984  0.161096  0.200062 0.191162 0.157715 0.203613
10083 0.190990  0.160702  0.200825 0.191284 0.158691 0.203125
10084 0.191007  0.160227  0.201441 0.191040 0.158691 0.203613
10085 0.191046  0.159754  0.201815 0.191772 0.157227 0.202393
10086 0.191119  0.159391  0.201869 0.192383 0.157715 0.202393
10087 0.191240  0.159261  0.201553 0.192871 0.159668 0.201416
10088 0.191423  0.159500  0.200852 0.193115 0.158691 0.199463
10089 0.191680  0.160236  0.199794 0.193237 0.158203 0.197998
10090 0.192017  0.161581  0.198446 0.193970 0.163086 0.196533
10091 0.192434  0.163620  0.196916 0.194336 0.164062 0.194580
10092 0.192922  0.166395  0.195342 0.194458 0.166504 0.193359
10093 0.193462  0.169904  0.193885 0.194824 0.169922 0.192383
10094 0.194028  0.174092  0.192712 0.195312 0.173340 0.192627
10095 0.194585  0.178852  0.191983 0.195068 0.177246 0.191650
10096 0.195097  0.184030  0.191836 0.194580 0.183105 0.192627
10097 0.195527  0.189431  0.192371 0.195557 0.187988 0.194092
10098 0.195842  0.194830  0.193642 0.195679 0.192871 0.195068
10099 0.196017  0.199985  0.195647 0.195312 0.199219 0.198730
10100 0.196039  0.204654  0.198327 0.195435 0.201660 0.200928
10101 0.195906  0.208604  0.201567 0.194946 0.206543 0.204102
10102 0.195629  0.211632  0.205203 0.195190 0.210449 0.206299
10103 0.195231  0.213576  0.209035 0.194824 0.210938 0.209473
10104 0.194743  0.214327  0.212838 0.194336 0.210938 0.213379
10105 0.194201  0.213838  0.216380 0.194458 0.211914 0.215820
10106 0.193643  0.212127  0.219441 0.194214 0.210449 0.217773
10107 0.193103  0.209279  0.221825 0.193970 0.206055 0.219482
10108 0.192608  0.205442  0.223379 0.193604 0.204102 0.220459
10109 0.192179  0.200813  0.224002 0.193115 0.202637 0.220703
10110 0.191827  0.195633  0.223653 0.192871 0.196289 0.219482
10111 0.191553  0.190160  0.222352 0.192749 0.189941 0.219727
10112 0.191352  0.184658  0.220183 0.192383 0.185547 0.217285
10113 0.191213  0.179374  0.217282 0.191650 0.180664 0.214111
10114 0.191123  0.174522  0.213830 0.191650 0.175293 0.211914
10115 0.191067  0.170270  0.210040 0.191284 0.169922 0.209473
10116 0.191034  0.166731  0.206138 0.190308 0.165039 0.206787
10117 0.191012  0.163960  0.202346 0.191040 0.163574 0.203613
10118 0.190996  0.161954  0.198871 0.190430 0.159180 0.201172
10119 0.190982  0.160663  0.195883 0.190674 0.158691 0.199707
10120 0.190967  0.159995  0.193508 0.189941 0.156738 0.197510
10121 0.190954  0.159832  0.191820 0.189453 0.158691 0.194824
10122 0.190943  0.160043  0.190837 0.189819 0.159180 0.194580
10123 0.190936  0.160494  0.190522 0.189941 0.160156 0.194092
10124 0.190933  0.161062  0.190795 0.189575 0.160156 0.193359
10125 0.190934  0.161640  0.191538 0.189819 0.162598 0.192627
10126 0.190939  0.162146  0.192611 0.190430 0.162598 0.194092
10127 0.190946  0.162524  0.193865 0.190063 0.165527 0.195312
10128 0.190954  0.162748  0.195158 0.190186 0.165527 0.196289
10129 0.190962  0.162812  0.196365 0.190552 0.166016 0.196533
10130 0.190969  0.162736  0.197390 0.190796 0.165039 0.197266
10131 0.190974  0.162550  0.198171 0.190674 0.165527 0.199219
10132 0.190977  0.162298  0.198679 0.190918 0.163574 0.199463
10133 0.190980  0.162020  0.198922 0.190552 0.165039 0.199463
10134 0.190981  0.161757  0.198936 0.191406 0.163086 0.200928
10135 0.190982  0.161539  0.198777 0.191406 0.161133 0.201904
10136 0.190982  0.161384  0.198516 0.191284 0.162109 0.201416
10137 0.190983  0.161299  0.198226 0.191406 0.159668 0.202393
10138 0.190983  0.161278  0.197973 0.191284 0.160156 0.201904
10139 0.190983  0.161305  0.197812 0.191895 0.160156 0.201416
10140 0.190983  0.161360  0.197778 0.191650 0.161133 0.201660
10141 0.190983  0.161419  0.197887 0.191040 0.159668 0.201172
10142 0.190983  0.161463  0.198132 0.191406 0.157715 0.200928
10143 0.190983  0.161476  0.198488 0.191772 0.158203 0.200928
10144 0.190983  0.161453  0.198914 0.191650 0.160156 0.200439
10145 0.190982  0.161395  0.199364 0.191406 0.159668 0.199463
10146 0.190981  0.161317  0.199787 0.191528 0.162109 0.198486
10147 0.190978  0.161237  0.200138 0.191528 0.161621 0.198486
10148 0.190974  0.161178  0.200382 0.191650 0.161133 0.198486
10149 0.190968  0.161165  0.200501 0.191528 0.162598 0.198242
10150 0.190960  0.161217  0.200491 0.191284 0.160156 0.198730
10151 0.190951  0.161345  0.200367 0.190918 0.163574 0.198242
10152 0.190943  0.161550  0.200158 0.191406 0.162109 0.198486
10153 0.190936  0.161821  0.199902 0.190430 0.162109 0.199463
10154 0.190932  0.162134  0.199642 0.191284 0.160156 0.200439
10155 0.190931  0.162453  0.199421 0.191162 0.160645 0.200928
10156 0.190935  0.162737  0.199270 0.191040 0.163086 0.201172
10157 0.190942  0.162941  0.199209 0.191406 0.160645 0.201904
10158 0.190951  0.163022  0.199242 0.191162 0.160645 0.203125
10159 0.190961  0.162950  0.199351 0.190918 0.158691 0.203369
10160 0.190969  0.162705  0.199502 0.190552 0.161621 0.203369
10161 0.190974  0.162288  0.199649 0.190918 0.159668 0.202881
10162 0.190978  0.161723  0.199733 0.191040 0.160156 0.203613
10163 0.190981  0.161053  0.199695 0.191284 0.159668 0.202148
10164 0.190987  0.160343  0.199482 0.191162 0.161133 0.201660
10165 0.191001  0.159674  0.199054 0.191528 0.162109 0.199707
10166 0.191029  0.159136  0.198389 0.192139 0.159180 0.198242
10167 0.191075  0.158819  0.197494 0.192139 0.161621 0.195801
10168 0.191145  0.158806  0.196398 0.192139 0.161621 0.194336
10169 0.191240  0.159163  0.195161 0.192261 0.161621 0.193359
10170 0.191357  0.159930  0.193864 0.192383 0.163086 0.192139
10171 0.191491  0.161117  0.192606 0.192505 0.164062 0.190186
10172 0.191633  0.162699  0.191490 0.192749 0.164551 0.190186
10173 0.191769  0.164614  0.190622 0.192383 0.166504 0.190186
10174 0.191889  0.166767  0.190090 0.192627 0.166504 0.189453
10175 0.191978  0.169038  0.189961 0.192749 0.167969 0.190430
10176 0.192028  0.171285  0.190269 0.192749 0.170898 0.191650
10177 0.192031  0.173360  0.191009 0.192261 0.171875 0.192383
10178 0.191988  0.175115  0.192140 0.192017 0.174316 0.194092
10179 0.191904  0.176419  0.193576 0.192627 0.173828 0.195068
10180 0.191786  0.177167  0.195204 0.192993 0.173828 0.196777
10181 0.191649  0.177290  0.196882 0.192627 0.174316 0.198242
10182 0.191505  0.176759  0.198457 0.192993 0.175293 0.197754
10183 0.191369  0.175596  0.199773 0.192383 0.174316 0.197998
10184 0.191251  0.173867  0.200690 0.192139 0.171875 0.197266
10185 0.191158  0.171684  0.201092 0.192017 0.170410 0.197754
10186 0.191091  0.169192  0.200903 0.192261 0.167969 0.197021
10187 0.191048  0.166562  0.200090 0.191772 0.167480 0.195312
10188 0.191022  0.163976  0.198671 0.191040 0.162598 0.194092
10189 0.191005  0.161610  0.196717 0.191040 0.162109 0.192871
10190 0.190986  0.159622  0.194341 0.191162 0.160156 0.190186
10191 0.190960  0.158137  0.191699 0.191406 0.161133 0.187500
10192 0.190921  0.157236  0.188968 0.190674 0.158203 0.187012
10193 0.190869  0.156953  0.186341 0.190552 0.155273 0.185059
10194 0.190807  0.157269  0.184002 0.190674 0.157227 0.183838
10195 0.190741  0.158117  0.182117 0.190186 0.154297 0.182617
10196 0.190681  0.159389  0.180817 0.189819 0.158203 0.182373
10197 0.190633  0.160945  0.180185 0.189697 0.156738 0.182129
10198 0.190605  0.162629  0.180250 0.190063 0.160156 0.183105
10199 0.190600  0.164277  0.180984 0.190063 0.161133 0.183838
10200 0.190619  0.165737  0.182307 0.189941 0.162109 0.185059
10201 0.190659  0.166876  0.184089 0.189575 0.163574 0.187012
10202 0.190712  0.167595  0.186164 0.189575 0.164551 0.188232
10203 0.190772  0.167835  0.188348 0.190186 0.164551 0.189209
10204 0.190830  0.167580  0.190450 0.189697 0.166016 0.191650
10205 0.190880  0.166859  0.192289 0.189819 0.166504 0.192627
10206 0.190918  0.165745  0.193712 0.190308 0.166504 0.192871
10207 0.190944  0.164344  0.194606 0.190430 0.164551 0.193115
10208 0.190959  0.162787  0.194905 0.189941 0.163574 0.193359
10209 0.190970  0.161220  0.194595 0.190308 0.162109 0.193359
10210 0.190981  0.159787  0.193715 0.190430 0.161621 0.192383
10211 0.191000  0.158620  0.192354 0.190674 0.160156 0.191406
10212 0.191031  0.157827  0.190637 0.190796 0.159668 0.190186
10213 0.191077  0.157482  0.188719 0.190796 0.161133 0.188965
10214 0.191137  0.157618  0.186770 0.191406 0.158203 0.188232
10215 0.191207  0.158230  0.184957 0.192139 0.157227 0.187500
10216 0.191283  0.159271  0.183433 0.191650 0.158203 0.185303
10217 0.191357  0.160663  0.182326 0.191162 0.160156 0.185547
10218 0.191420  0.162301  0.181724 0.191650 0.162109 0.186279
10219 0.191467  0.164065  0.181672 0.191284 0.162109 0.186523
10220 0.191494  0.165830  0.182169 0.191528 0.165527 0.186523
10221 0.191497  0.167476  0.183173 0.191650 0.167480 0.187012
10222 0.191479  0.168897  0.184601 0.191162 0.167480 0.186523
10223 0.191441  0.170012  0.186341 0.191162 0.169922 0.187988
10224 0.191389  0.170766  0.188266 0.191406 0.170410 0.189453
10225 0.191328  0.171131  0.190240 0.191040 0.170898 0.189941
10226 0.191265  0.171115  0.192136 0.191284 0.172852 0.191650
10227 0.191204  0.170749  0.193843 0.191162 0.174316 0.192871
10228 0.191149  0.170088  0.195278 0.191162 0.173340 0.194580
10229 0.191103  0.169204  0.196387 0.191162 0.171875 0.194824
10230 0.191066  0.168178  0.197152 0.191040 0.169922 0.195312
10231 0.191038  0.167089  0.197587 0.190918 0.169434 0.196289
10232 0.191019  0.166013  0.197734 0.190674 0.168457 0.195557
10233 0.191005  0.165012  0.197655 0.190796 0.166992 0.196289
10234 0.190997  0.164133  0.197429 0.190552 0.164062 0.196777
10235 0.190991  0.163404  0.197137 0.190552 0.164551 0.197021
10236 0.190988  0.162834  0.196854 0.190063 0.161621 0.197998
10237 0.190986  0.162417  0.196647 0.190063 0.160156 0.198242
10238 0.190985  0.162133  0.196562 0.190430 0.160645 0.197266
10239 0.190984  0.161955  0.196624 0.190796 0.161133 0.196777
10240 0.190984  0.161851  0.196838 0.190796 0.159668 0.197510
10241 0.190983  0.161793  0.197186 0.190552 0.160156 0.196777
10242 0.190983  0.161755  0.197635 0.191162 0.159180 0.196533
10243 0.190983  0.161720  0.198141 0.190674 0.162109 0.196533
10244 0.190983  0.161679  0.198653 0.191284 0.160645 0.196045
10245 0.190983  0.161630  0.199123 0.190674 0.162109 0.195312
10246 0.190983  0.161579  0.199513 0.191162 0.161621 0.195557
10247 0.190984  0.161532  0.199795 0.191162 0.162109 0.195801
10248 0.190984  0.161499  0.199958 0.191284 0.164062 0.196045
10249 0.190985  0.161486  0.200005 0.191284 0.163086 0.195312
10250 0.190985  0.161492  0.199956 0.191040 0.160645 0.197021
10251 0.190984  0.161513  0.199840 0.191284 0.161133 0.197998
10252 0.190984  0.161535  0.199695 0.191284 0.161133 0.197510
10253 0.190984  0.161541  0.199555 0.191040 0.160645 0.197998
10254 0.190983  0.161513  0.199451 0.191040 0.161133 0.199707
10255 0.190983  0.161432  0.199403 0.191162 0.161621 0.201416
10256 0.190982  0.161290  0.199418 0.190552 0.161133 0.202148
10257 0.190978  0.161088  0.199484 0.190552 0.157227 0.202148
10258 0.190967  0.160844  0.199576 0.190796 0.157227 0.203369
10259 0.190942  0.160598  0.199657 0.190430 0.158203 0.202393
10260 0.190894  0.160408  0.199683 0.190674 0.157227 0.201416
10261 0.190810  0.160355  0.199608 0.190552 0.158203 0.201660
10262 0.190677  0.160534  0.199396 0.189575 0.158203 0.200928
10263 0.190480  0.161054  0.199022 0.190063 0.161621 0.198975
10264 0.190204  0.162027  0.198485 0.189697 0.162598 0.198242
10265 0.189841  0.163555  0.197808 0.189209 0.166016 0.197510
10266 0.189386  0.165727  0.197044 0.189087 0.166016 0.195801
10267 0.188841  0.168605  0.196270 0.188843 0.169434 0.193848
10268 0.188221  0.172214  0.195589 0.188965 0.174316 0.193359
10269 0.187546  0.176536  0.195117 0.187866 0.178711 0.192627
10270 0.186849  0.181509  0.194978 0.188354 0.180664 0.193115
10271 0.186167  0.187022  0.195290 0.188232 0.188477 0.195068
10272 0.185542  0.192920  0.196154 0.187988 0.195312 0.196777
10273 0.185015  0.199010  0.197642 0.187744 0.199707 0.199219
10274 0.184622  0.205067  0.199787 0.187500 0.204590 0.202393
10275 0.184392  0.210851  0.202579 0.187622 0.210449 0.205811
10276 0.184342  0.216116  0.205957 0.187500 0.215820 0.209961
10277 0.184475  0.220626  0.209816 0.188477 0.218750 0.212402
10278 0.184781  0.224167  0.214005 0.187866 0.223145 0.218018
10279 0.185236  0.226566  0.218341 0.187988 0.225586 0.220703
10280 0.185808  0.227698  0.222618 0.187500 0.224121 0.224609
10281 0.186456  0.227498  0.226624 0.188477 0.223633 0.227783
10282 0.187141  0.225969  0.230150 0.188110 0.225098 0.230957
10283 0.187821  0.223181  0.233014 0.188354 0.222656 0.231934
10284 0.188463  0.219267  0.235065 0.188110 0.220703 0.234619
10285 0.189040  0.214422  0.236203 0.188843 0.212402 0.234619
10286 0.189536  0.208881  0.236382 0.189087 0.208984 0.232910
10287 0.189943  0.202911  0.235615 0.188965 0.203613 0.231934
10288 0.190262  0.196786  0.233976 0.189941 0.196289 0.231445
10289 0.190501  0.190770  0.231592 0.189819 0.193359 0.228271
10290 0.190671  0.185100  0.228639 0.189575 0.186035 0.226318
10291 0.190787  0.179966  0.225321 0.189697 0.177734 0.223389
10292 0.190863  0.175502  0.221865 0.190063 0.176270 0.220947
10293 0.190910  0.171786  0.218494 0.191040 0.170410 0.217773
10294 0.190939  0.168832  0.215415 0.190674 0.166992 0.216309
10295 0.190956  0.166602  0.212803 0.190796 0.163574 0.214355
10296 0.190967  0.165015  0.210785 0.190552 0.162109 0.212402
10297 0.190973  0.163960  0.209434 0.190918 0.161133 0.211426
10298 0.190977  0.163311  0.208762 0.191406 0.160156 0.209961
10299 0.190980  0.162938  0.208722 0.191162 0.158691 0.210205
10300 0.190981  0.162724  0.209218 0.190796 0.159668 0.209961
10301 0.190982  0.162573  0.210110 0.190674 0.159180 0.210449
10302 0.190982  0.162414  0.211233 0.191040 0.161621 0.209473
10303 0.190981  0.162211  0.212413 0.190552 0.159668 0.210205
10304 0.190977  0.161958  0.213482 0.190430 0.162109 0.211182
10305 0.190967  0.161678  0.214296 0.190186 0.162598 0.212158
10306 0.190950  0.161415  0.214746 0.189819 0.162598 0.210449
10307 0.190920  0.161230  0.214764 0.190063 0.161621 0.210938
10308 0.190878  0.161187  0.214332 0.189819 0.162109 0.211182
10309 0.190820  0.161347  0.213479 0.190063 0.164062 0.210205
10310 0.190747  0.161757  0.212274 0.189575 0.163086 0.209961
10311 0.190664  0.162445  0.210819 0.189697 0.162598 0.208740
10312 0.190573  0.163411  0.209238 0.189453 0.166016 0.208740
10313 0.190484  0.164633  0.207663 0.189819 0.164062 0.208252
10314 0.190402  0.166057  0.206217 0.188721 0.166016 0.207275
10315 0.190335  0.167610  0.205011 0.189575 0.166992 0.207520
10316 0.190290  0.169203  0.204125 0.189331 0.167480 0.206299
10317 0.190271  0.170735  0.203605 0.189209 0.169434 0.206055
10318 0.190279  0.172110  0.203461 0.189575 0.170410 0.206055
10319 0.190314  0.173235  0.203664 0.189941 0.173828 0.205811
10320 0.190371  0.174037  0.204153 0.188721 0.173340 0.206055
10321 0.190445  0.174464  0.204841 0.189331 0.174805 0.206787
10322 0.190528  0.174490  0.205626 0.189453 0.173340 0.206543
10323 0.190614  0.174118  0.206398 0.189331 0.172852 0.205811
10324 0.190696  0.173379  0.207055 0.189453 0.172363 0.205566
10325 0.190769  0.172327  0.207509 0.189697 0.174805 0.205566
10326 0.190831  0.171038  0.207695 0.190063 0.171387 0.206543
10327 0.190880  0.169598  0.207579 0.190186 0.171387 0.205811
10328 0.190916  0.168097  0.207157 0.190430 0.169922 0.205566
10329 0.190941  0.166624  0.206455 0.191284 0.167480 0.205566
10330 0.190957  0.165255  0.205527 0.190308 0.166504 0.205078
10331 0.190968  0.164052  0.204445 0.191162 0.165039 0.205078
10332 0.190974  0.163056  0.203293 0.191284 0.164062 0.205078
10333 0.190977  0.162286  0.202157 0.191284 0.161133 0.203613
10334 0.190980  0.161740  0.201118 0.190796 0.161133 0.204346
10335 0.190982  0.161398  0.200243 0.191284 0.161133 0.204346
10336 0.190983  0.161229  0.199577 0.191284 0.158203 0.203857
10337 0.190984  0.161190  0.199143 0.190918 0.159180 0.203125
10338 0.190985  0.161237  0.198940 0.190918 0.158691 0.203125
10339 0.190985  0.161327  0.198946 0.191406 0.158691 0.202637
10340 0.190985  0.161427  0.199118 0.190674 0.160156 0.200195
10341 0.190985  0.161511  0.199403 0.190796 0.162109 0.200928
10342 0.190984  0.161564  0.199744 0.190918 0.162109 0.200684
10343 0.190984  0.161582  0.200083 0.190186 0.163574 0.200439
10344 0.190983  0.161570  0.200373 0.190674 0.163086 0.199951
10345 0.190983  0.161541  0.200582 0.190918 0.162598 0.199951
10346 0.190983  0.161508  0.200691 0.190918 0.163574 0.199951
10347 0.190983  0.161483  0.200704 0.190552 0.164551 0.199707
10348 0.190983  0.161476  0.200638 0.190186 0.165527 0.200684
10349 0.190983  0.161491  0.200524 0.189697 0.162598 0.199951
10350 0.190983  0.161522  0.200402 0.190430 0.163086 0.200439
10351 0.190983  0.161560  0.200311 0.190552 0.161621 0.202637
10352 0.190984  0.161591  0.200288 0.190186 0.159668 0.201416
10353 0.190985  0.161602  0.200356 0.190674 0.162109 0.202637
10354 0.190990  0.161586  0.200526 0.191162 0.162598 0.203857
10355 0.191000  0.161543  0.200790 0.191528 0.160645 0.204346
10356 0.191022  0.161491  0.201125 0.191162 0.159180 0.204590
10357 0.191064  0.161467  0.201490 0.190430 0.161133 0.205078
10358 0.191136  0.161526  0.201839 0.191895 0.159180 0.204102
10359 0.191253  0.161746  0.202120 0.192627 0.158203 0.203613
10360 0.191431  0.162223  0.202286 0.192993 0.160645 0.203613
10361 0.191686  0.163064  0.202305 0.193359 0.160156 0.203125
10362 0.192035  0.164384  0.202162 0.193726 0.163574 0.202148
10363 0.192488  0.166290  0.201872 0.194092 0.166992 0.201660
10364 0.193053  0.168877  0.201476 0.194092 0.170898 0.200195
10365 0.193726  0.172215  0.201045 0.195068 0.173340 0.199219
10366 0.194494  0.176336  0.200676 0.196167 0.177734 0.198242
10367 0.195332  0.181233  0.200487 0.196045 0.183594 0.198486
10368 0.196207  0.186847  0.200604 0.196167 0.188477 0.199463
10369 0.197075  0.193072  0.201153 0.196289 0.197266 0.200195
10370 0.197886  0.199752  0.202247 0.196533 0.201660 0.202148
10371 0.198591  0.206687  0.203971 0.196899 0.208496 0.205322
10372 0.199142  0.213641  0.206375 0.196411 0.211914 0.208252
10373 0.199502  0.220356  0.209460 0.196899 0.220215 0.212646
10374 0.199643  0.226561  0.213181 0.197021 0.226562 0.216309
10375 0.199554  0.231988  0.217439 0.197144 0.231934 0.221191
10376 0.199241  0.236390  0.222086 0.196899 0.234863 0.225342
10377 0.198727  0.239553  0.226936 0.197266 0.236816 0.230225
10378 0.198046  0.241313  0.231772 0.196655 0.238281 0.233887
10379 0.197245  0.241565  0.236362 0.196533 0.239258 0.239258
10380 0.196375  0.240276  0.240473 0.195923 0.239258 0.242188
10381 0.195488  0.237486  0.243890 0.195679 0.236816 0.243896
10382 0.194630  0.233313  0.246427 0.195068 0.232422 0.245117
10383 0.193841  0.227942  0.247945 0.194824 0.227051 0.245117
10384 0.193147  0.221620  0.248360 0.194214 0.223633 0.245117
10385 0.192565  0.214635  0.247652 0.194214 0.214355 0.243408
10386 0.192098  0.207300  0.245864 0.193848 0.208008 0.241943
10387 0.191740  0.199929  0.243104 0.192871 0.201660 0.238770
10388 0.191479  0.192818  0.239538 0.192505 0.194336 0.236816
10389 0.191297  0.186219  0.235375 0.192505 0.186523 0.232422
10390 0.191176  0.180331  0.230858 0.191650 0.181641 0.229248
10391 0.191100  0.175286  0.226242 0.191406 0.176270 0.225586
10392 0.191054  0.171149  0.221776 0.191162 0.172852 0.221924
10393 0.191026  0.167917  0.217687 0.191040 0.166504 0.218262
10394 0.191008  0.165532  0.214162 0.190674 0.163086 0.215576
10395 0.190997  0.163891  0.211336 0.190430 0.161133 0.214111
10396 0.190990  0.162859  0.209279 0.190796 0.160156 0.212158
10397 0.190986  0.162291  0.208000 0.190308 0.159668 0.210449
10398 0.190983  0.162039  0.207445 0.190063 0.158203 0.209229
10399 0.190982  0.161970  0.207506 0.189819 0.158691 0.208984
10400 0.190982  0.161971  0.208034 0.189819 0.159668 0.208740
10401 0.190982  0.161959  0.208858 0.189941 0.161133 0.208984
10402 0.190983  0.161884  0.209796 0.190063 0.160645 0.209473
10403 0.190983  0.161725  0.210680 0.190430 0.163086 0.209473
10404 0.190984  0.161491  0.211364 0.190430 0.165039 0.209961
10405 0.190986  0.161211  0.211740 0.191040 0.164062 0.209717
10406 0.190991  0.160932  0.211743 0.191162 0.162598 0.209717
10407 0.191000  0.160706  0.211353 0.191040 0.161621 0.209961
10408 0.191015  0.160581  0.210597 0.191040 0.160156 0.209473
10409 0.191034  0.160599  0.209535 0.190674 0.161133 0.209961
10410 0.191057  0.160784  0.208259 0.191406 0.160156 0.208496
10411 0.191082  0.161142  0.206875 0.191284 0.161621 0.208008
10412 0.191106  0.161659  0.205493 0.191650 0.160645 0.206543
10413 0.191127  0.162302  0.204218 0.191650 0.161133 0.206787
10414 0.191142  0.163021  0.203134 0.191406 0.159180 0.205566
10415 0.191150  0.163757  0.202302 0.191406 0.160645 0.205078
10416 0.191148  0.164447  0.201753 0.192139 0.162109 0.205078
10417 0.191138  0.165032  0.201484 0.192139 0.162598 0.204102
10418 0.191121  0.165460  0.201465 0.192627 0.164062 0.203857
10419 0.191100  0.165696  0.201643 0.192627 0.164551 0.203125
10420 0.191076  0.165720  0.201947 0.192017 0.164062 0.202881
10421 0.191054  0.165535  0.202295 0.192139 0.164551 0.202148
10422 0.191033  0.165160  0.202611 0.192139 0.164551 0.201416
10423 0.191017  0.164632  0.202825 0.191772 0.167969 0.201172
